Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Androgen Response,0.3761335737087681,1.531150307283897,0.0075075075075075074,0.012538136010235214,0.178,36/100,22.16%,INPP4B;GUCY1A1;PDLIM5;SLC26A2;ELL2;ABHD2;ELOVL5;SCD;ARID5B;PLPP1;DHCR24;CCND1;HERC3;ACSL3;RRP12;NKX3-1;SEC24D;SPCS3;PMEPA1;PTK2B;ANKH;MAF;PIAS1;TMPRSS2;IQGAP2;LMAN1;ACTN1;SORD;SLC38A2;STEAP4;ZBTB10;DNAJB9;ALDH1A3;B2M;RPS6KA3;CDK6
prerank,UV Response Up,-0.3146462524730145,-1.5111362431132935,0.0,0.017524281876420748,0.099,55/158,19.87%,SLC6A8;IGFBP2;PRKACA;HYAL2;PSMC3;WIZ;PRKCD;CDC34;CCNE1;STK25;ALDOA;CDKN1C;POLR2H;CNP;DNAJB1;AQP3;RFC4;STIP1;JUNB;SIGMAR1;BSG;DNAJA1;ACAA1;NR4A1;DGAT1;FKBP4;ENO2;TST;MSX1;CLCN2;SQSTM1;SLC6A12;CDK2;H2AX;TFRC;MRPL23;YKT6;NPTXR;KLHDC3;KCNH2;CDO1;ICAM1;DLG4;ATP6V1F;E2F5;ATP6V1C1;EIF5;AP2S1;EPCAM;BTG3;RET;CCK;MARK2;AMD1;GGH
prerank,TNF-alpha Signaling via NF-kB,0.33194829679863497,1.4950869455671814,0.001443001443001443,0.016297608503100088,0.24,64/200,21.48%,PDE4B;DUSP4;PDLIM5;PTPRE;RCAN1;TNC;TANK;PTGS2;DUSP5;GPR183;OLR1;TNFSF9;KYNU;CCND1;PHLDA1;MSC;IL6ST;KLF9;BMP2;IL1B;PTGER4;CSF2;IL18;SERPINB8;TRIP10;DDX58;KDM6B;SLC2A3;DRAM1;PMEPA1;ABCA1;GADD45A;INHBA;CXCL2;TNFAIP6;GEM;TNFRSF9;CD44;NAMPT;BIRC3;PLAU;TAP1;CD83;TLR2;CCL4;F3;ATF3;MAP3K8;EGR2;PLPP3;IFIT2;PFKFB3;CFLAR;CCL5;EDN1;VEGFA;IL7R;PLEK;CXCL3;IL1A;CCN1;DNAJB4;ZBTB10;CXCL6
prerank,TGF-beta Signaling,0.4022961791920367,1.4857302914793107,0.025954198473282442,0.01644944957611034,0.26,20/54,21.51%,BCAR3;WWTR1;TGFBR1;RAB31;SMURF2;BMP2;NOG;TJP1;PMEPA1;APC;XIAP;THBS1;UBE2D3;PPM1A;BMPR2;SLC20A1;SMAD1;CTNNB1;SMAD6;SMURF1
prerank,Estrogen Response Late,-0.29815329341903074,-1.483834577494149,0.0037735849056603774,0.020979541227526346,0.13,60/199,19.15%,CKB;CCN5;RNASEH2A;NMU;CDC20;HMGCS2;SERPINA5;KCNK5;MDK;CCNA1;TOP2A;RAPGEFL1;PLAC1;KLK11;NAB2;CACNA2D2;GPER1;NXT1;IL17RB;STIL;KIF20A;PLXNB1;GALE;KLK10;ARL3;DHRS2;MYB;DUSP2;PKP3;ASS1;EMP2;ABCA3;FKBP4;DCXR;CD9;TST;TJP3;PLAAT3;ETFB;FARP1;CA12;ST14;SEMA3B;METTL3;FRK;ASCL1;SLC2A8;OPN3;COX6C;BAG1;CXCL12;PDZK1;TRIM29;TPD52L1;FLNB;BTG3;IDH2;RET;RBBP8;SGK1
prerank,Fatty Acid Metabolism,-0.31023430969478066,-1.4669262081274141,0.0,0.022589190103139267,0.151,50/156,19.35%,NTHL1;HMGCS2;ECHS1;EHHADH;ECI1;ADH1C;GCDH;IDI1;HSD17B10;RDH16;HSP90AA1;ALDOA;FH;IDH1;UROS;HPGD;CPOX;APEX1;ECH1;HSD17B11;G0S2;ACADVL;ACAA1;GRHPR;ENO2;ODC1;AUH;PDHB;ACSM3;SDHC;HMGCS1;ACAT2;CEL;IDH3B;ACOT8;ALDH3A1;ALAD;MDH2;BPHL;ERP29;ADSL;HADHB;CBR1;H2AZ1;ACSS1;ECI2;ACADS;HMGCL;OSTC;LTC4S
prerank,PI3K/AKT/mTOR  Signaling,-0.31138682262368234,-1.41753863865813,0.017804154302670624,0.030998140111593304,0.22,38/105,22.14%,E2F1;PIN1;PRKAR2A;ECSIT;PAK4;HRAS;FGF22;RAC1;MKNK2;CDK4;NCK1;AKT1S1;TSC2;NFKBIB;MAPK1;GRK2;RIT1;DDIT3;SQSTM1;AP2M1;YWHAB;CDK2;AKT1;CALR;FGF17;PITX2;CFL1;STAT2;RIPK1;NGF;ARHGDIA;PLA2G12A;TNFRSF1A;GSK3B;PPP1CA;CDKN1B;PRKAG1;RALB
prerank,Hedgehog Signaling,0.4227681540086284,1.4131024069213383,0.061511423550087874,0.03367385099891743,0.476,18/36,25.33%,NRP2;HEY1;RTN1;CRMP1;PML;SHH;RASA1;TLE1;SCG2;PTCH1;NF1;ADGRG1;VEGFA;NRP1;CDK6;GLI1;OPHN1;CDK5R1
prerank,Spermatogenesis,-0.3056934642680027,-1.4100671819344868,0.011764705882352941,0.031703943917211125,0.242,50/132,22.52%,TKTL1;DPEP3;NEFH;PRKAR2A;MLF1;IP6K1;RPL39L;CLVS1;CCNA1;TTK;TEKT2;PGS1;PHF7;HOXB1;TALDO1;KIF2C;TNNI3;AURKA;BUB1;RFC4;VDAC3;COIL;CNIH2;JAM3;PCSK1N;DBF4;GPR182;TNP2;CLPB;PCSK4;TOPBP1;SYCP1;CHFR;TNP1;YBX2;LDHC;NEK2;CHRM4;GSTM3;TCP11;ACRBP;CLGN;PEBP1;CRISP2;PARP2;CDKN3;PGK2;TUBA3C;H1-6;SCG5
prerank,Cholesterol Homeostasis,-0.3280992845229018,-1.3502265737942873,0.04281345565749235,0.050695243999645735,0.369,20/74,13.38%,IDI1;ALDOC;FADS2;TMEM97;FBXO6;TM7SF2;ECH1;CLU;EBP;LDLR;GSTM2;ATF5;CD9;STX5;GUSB;PNRC1;HMGCS1;ACAT2;SEMA3B;PMVK
prerank,mTORC1 Signaling,-0.27708638326053947,-1.3455801167428683,0.02,0.04959702417854929,0.383,53/200,16.79%,DDX39A;RRP9;PLK1;IDI1;ATP5MC1;FADS2;TMEM97;TUBG1;ELOVL6;TM7SF2;PNO1;ALDOA;HSPA4;IDH1;MCM2;PSMC4;HSPD1;AURKA;NFKBIB;BUB1;CACYBP;STIP1;EBP;SERPINH1;FDXR;LDLR;GMPS;CCT6A;FADS1;POLR3G;CCNG1;CD9;G6PD;PRDX1;ARPC5L;PSMB5;RAB1A;RIT1;HMGCS1;DDIT3;SQSTM1;TOMM40;NFYC;TFRC;MCM4;YKT6;PPIA;HSPE1;CALR;ENO1;CCNF;PSMD13;SHMT2
prerank,Adipogenesis,-0.27190326409149335,-1.3197678521396925,0.014134275618374558,0.059423434593924365,0.46,82/200,25.79%,MCCC1;NDUFB7;UQCRC1;ECHS1;ARAF;ESYT1;RAB34;CD151;NDUFS3;COQ3;MTCH2;NDUFAB1;LIPE;SLC5A6;ELOVL6;PEMT;ALDOA;UCP2;IDH1;TALDO1;BCKDHA;ECH1;PREB;UQCR11;COX7B;ESRRA;TKT;DHRS7B;DGAT1;G3BP2;TST;ETFB;SDHC;LPCAT3;ADCY6;COX8A;SDHB;GPX4;MTARC2;SOD1;CDKN2C;STAT5A;MRPL15;ATL2;MDH2;MGST3;CS;AK2;BAZ2A;COQ5;CAVIN2;CCNG2;UBC;RTN3;SAMM50;ACADS;ORM1;LTC4S;PGM1;SLC25A10;COX6A1;ATP1B3;GPAT4;ADIG;UQCR10;SULT1A1;DHCR7;SNCG;ACOX1;AIFM1;DDT;RIOK3;NMT1;RNF11;ADIPOR2;CYC1;C3;UQCRQ;PRDX3;PTCD3;PPM1B;LIFR
prerank,Coagulation,0.30209471483497696,1.3007868137701837,0.05263157894736842,0.09014983761440802,0.837,34/137,16.96%,CTSE;ITGA2;A2M;MMP10;DUSP6;ADAM9;ANXA1;F2RL2;THBD;OLR1;MMP11;CFH;APOC1;MMP3;FBN1;C8B;TIMP3;SERPINA1;CTSO;LAMP2;CTSK;PLAU;C2;THBS1;F3;DPP4;FGG;MEP1A;DCT;MMP9;MMP1;CTSH;SPARC;C1QA
prerank,Protein Secretion,0.3177075164913906,1.2872057444053198,0.06431852986217458,0.09401344240087532,0.855,37/96,25.75%,ARFGAP3;SNAP23;ADAM10;OCRL;EGFR;CLCN3;VPS4B;VAMP4;SEC24D;RAB5A;CLN5;ABCA1;TMED2;SH3GL2;ARFIP1;LAMP2;SGMS1;DST;STAM;YIPF6;VAMP7;CLTC;TMX1;LMAN1;AP3B1;ATP7A;ATP1A1;STX7;RAB22A;GOLGA4;NAPG;RPS6KA3;BET1;ICA1;ARCN1;CTSC;TMED10
prerank,Reactive Oxygen Species Pathway,-0.33515252142564456,-1.2861269187261886,0.09462915601023018,0.07360781882498815,0.55,17/49,18.01%,PRDX2;CDKN2D;NDUFB4;STK25;EGLN2;JUNB;TXN;G6PD;PRDX1;GPX4;HMOX2;SOD1;NDUFA6;ERCC2;NQO1;ABCC1;PDLIM1
prerank,p53 Pathway,-0.257865999608853,-1.26200301047109,0.05592105263157895,0.08613349865674726,0.633,55/200,17.92%,RAD9A;ACVR1B;CTSF;CD82;HRAS;TSPYL2;SERTAD3;RPL36;MKNK2;PIDD1;BLCAP;ADA;RPS12;ABCC5;FAM162A;GLS2;EPS8L2;H2AJ;SOCS1;CCP110;PMM1;FDXR;RALGDS;PROCR;WRAP73;DCXR;CCNG1;SEC61A1;LIF;RACK1;TRAF4;CSRNP2;PTPN14;IP6K2;COQ8A;PHLDA3;RPL18;TPRKB;POLH;TP53;DDIT3;ST14;H2AW;TNNI1;BAX;EI24;IER5;KLK8;FOXO3;EPHA2;NUDT15;CCNK;LDHB;FUCA1;TPD52L1
prerank,Pperoxisome,-0.2820891742200706,-1.2535955941005237,0.06571428571428571,0.0866120664339087,0.652,35/104,19.13%,MSH2;EHHADH;IDI1;TOP2A;HRAS;SCGB1A1;FABP6;PRDX5;DHRS3;ABCC5;CNBP;HSD11B2;IDH1;ECH1;HSD17B11;SMARCC1;ACAA1;MVP;CACNA1B;NUDT19;FADS1;PRDX1;SERPINA6;SOD1;CEL;ACOT8;FIS1;DLG4;NR1I2;TSPO;STS;IDH2;ECI2;HMGCL;CRABP2
prerank,Apical Junction,0.27277870388085657,1.2304060826070191,0.07617728531855955,0.1444017977233212,0.952,57/200,21.90%,VCL;TNFRSF11B;ITGA2;SLIT2;VCAN;ADAM9;NEXN;CADM2;ALOX15B;ACTG2;CLDN14;PLCG1;PPP2R2C;MAPK14;MAPK13;EGFR;FYB1;CLDN18;FBN1;PTEN;DSC3;TJP1;PTPRC;AMIGO2;CD274;CLDN8;ITGB1;RASA1;WASL;ARHGEF6;TGFBI;MPP5;CX3CL1;MPZL2;CDH4;NRAP;VCAM1;MMP9;NF1;LAYN;ICAM2;ACTN1;EVL;NF2;KRT31;CD86;CTNND1;EXOC4;PTK2;YWHAH;ITGB4;SGCE;MYL9;CDH6;CDH8;MSN;SPEG
prerank,heme Metabolism,-0.247678881666505,-1.216882042518326,0.05555555555555555,0.11099814011159329,0.745,73/200,24.46%,PRDX2;SLC6A8;SLC25A38;TFDP2;RBM38;PGLS;ACSL6;RNF123;HDGF;PIGQ;RHCE;KEL;XK;SELENBP1;UCP2;UROS;FBXO34;CPOX;TRIM58;EZH1;AQP3;PC;AGPAT4;ACP5;BSG;GDE1;EPOR;GMPS;HAGH;E2F2;HTRA2;OSBP2;EPB41;EIF2AK1;RHD;SLC10A3;P4HA2;RBM5;MARCHF2;ALAD;TFRC;ALAS2;FTCD;CCDC28A;EPB42;MGST3;HBB;GLRX5;MBOAT2;FOXO3;PPOX;NFE2L1;SLC66A2;TMCC2;SPTB;PSMD9;IGSF3;KHNYN;SLC4A1;MXI1;RAD23A;BLVRB;ABCB6;DMTN;MOCOS;CCND3;HMBS;TSPO2;DCUN1D1;RIOK3;ICAM4;RCL1;ADD2
prerank,Notch Signaling,0.3624243708643406,1.1993490750248026,0.1885245901639344,0.17720385995990864,0.979,10/32,20.62%,WNT2;CUL1;DTX1;CCND1;RBX1;ARRB1;NOTCH1;DTX4;MAML2;FZD7
prerank,Pancreas Beta Cells,0.3380521847575437,1.1712696038883073,0.22462562396006655,0.20787717744316503,0.993,9/37,13.06%,PCSK1;PAK3;MAFB;LMO2;ELP4;HNF1A;CHGA;DPP4;INSM1
prerank,KRAS Signaling Dn,-0.22101461774301437,-1.0773507694167788,0.24579124579124578,0.3068638738818528,0.978,57/198,19.53%,KCNN1;SLC5A5;BRDT;IGFBP2;PNMT;ARHGDIG;GPR3;CCNA1;SNN;FGF22;PDK2;EDN2;GTF3C5;SCGB1A1;SPHK2;MYOT;THRB;LFNG;MTHFR;HSD11B2;LGALS7;TNNI3;ADRA2C;SLC29A3;P2RX6;STAG3;MYH7;CNTFR;MAST3;CAPN9;COQ8A;DTNB;SOX10;GPR19;NPY4R;NR4A2;LYPD3;RYR1;MAGIX;KLK8;TAS2R4;GPRC5C;YBX2;SELENOP;TFF2;TCF7L1;FSHB;UPK3B;KLHDC8A;SERPINB2;SERPINA10;AMBN;MYO15A;SGK1;ZBTB16;GDNF;KCND1
prerank,Xenobiotic Metabolism,-0.2148138173590574,-1.0564896423346182,0.31851851851851853,0.3441808036972327,0.987,50/198,17.26%,HNF4A;LONP1;DHPS;AHCY;HSD17B2;PGD;ADH1C;NDRG2;TMEM97;HES6;JUP;PEMT;IDH1;GSTM4;PINK1;CASP6;KARS1;F11;ECH1;PC;SPINT2;TAT;PMM1;SLC12A4;TKFC;NFS1;FBLN1;DCXR;MTHFD1;HACL1;SERPINA6;DDC;DDAH2;SLC6A12;XDH;ALDH3A1;BCAR1;BPHL;NPC1;TPST1;CRP;CDO1;CYP2E1;NQO1;MPP2;F10;CBR1;SHMT2;VTN;EPHA2
prerank,Myogenesis,0.22867930684301452,1.0306800189118794,0.382183908045977,0.48361381753764393,1.0,55/200,22.46%,CD36;SORBS1;NOS1;MYOM2;WWTR1;AGL;GNAO1;GJA5;SCD;RB1;ADAM12;DAPK2;MYLK;COL15A1;BDKRB2;TEAD4;COL3A1;ACSL1;MYBPH;KCNH1;ITGB1;CHRNA1;DMD;DES;PDE4DIP;MYH3;CDH13;CNN3;LSP1;COL4A2;MB;IGFBP7;MYH8;NOTCH1;MEF2A;SPARC;MEF2C;CSRP3;CAMK2B;SGCA;SGCD;FST;MYBPC3;TAGLN;TNNT2;SCHIP1;TNNI2;KIFC3;ITGB4;MYOZ1;MYO1C;SPEG;MYH4;CHRNG;ITGA7
prerank,Estrogen Response Early,-0.20533414796804195,-1.015458588987205,0.3741935483870968,0.42327825547858433,0.997,50/200,18.79%,CCN5;MPPED2;UNC119;TUBB2B;KCNK5;RAPGEFL1;KCNK15;NXT1;CLDN7;IL17RB;CELSR1;KAZN;KLK10;DHRS3;KRT8;ARL3;AQP3;DHRS2;MED24;MYB;RARA;KRT18;AKAP1;MUC1;ABCA3;ESRP2;FKBP4;NADSYN1;TJP3;PLAAT3;FARP1;CA12;ELF3;TGM2;SEMA3B;FRK;MYBBP1A;OPN3;KDM4B;BAG1;CXCL12;TSKU;MREG;PDZK1;TTC39A;TPD52L1;FLNB;RET;THSD4;RBBP8
prerank,Apoptosis,0.22838479683019394,1.0033975756745728,0.4479166666666667,0.5288697425987062,1.0,44/161,20.46%,HGF;PLPPR4;DNAJC3;ANXA1;AVPR1A;VDAC2;CCND1;GUCY2D;F2R;BMP2;IL1B;CD38;CYLD;IL18;LEF1;TIMP3;CASP3;SATB1;ISG20;EMP1;WEE1;GADD45A;FAS;CD44;ANKH;XIAP;BIRC3;TAP1;LUM;ATF3;DPYD;CFLAR;EREG;PMAIP1;RNASEL;CD2;BID;SLC20A1;PRF1;HMOX1;PTK2;TXNIP;IL1A;CTNNB1
prerank,Unfolded Protein Response,-0.2186192511251869,-0.9882178709928237,0.4717514124293785,0.4769993800371978,0.999,28/113,18.08%,EXOSC10;RRP9;LSM4;TUBB2A;TSPYL2;POP4;PREB;YIF1A;DCTN1;NHP2;PARN;RPS14;EXOSC5;GEMIN4;H2AX;BANF1;EIF4G1;CALR;CXXC1;EEF2;ZBTB17;SPCS1;EIF4A2;CKS1B;DCP1A;NOP56;NPM1;HSPA9
prerank,Bile Acid Metabolism,0.22942432879989283,0.9536199315952715,0.5654135338345865,0.6389776767949065,1.0,27/112,19.46%,DIO2;BCAR3;NEDD4;ABCG4;AQP9;ABCD2;DHCR24;ABCA4;CYP7B1;CYP8B1;ABCD3;EFHC1;ACSL1;ABCA1;RXRG;LCK;ALDH9A1;SULT1B1;ACSL5;HSD17B6;TFCP2L1;CROT;ABCA9;PNPLA8;CH25H;CAT;AR
prerank,Wnt-beta Catenin Signaling,0.27115070211467773,0.9455141636996369,0.5510534846029174,0.632792048026769,1.0,13/42,20.46%,CUL1;HEY1;FZD8;ADAM17;LEF1;SKP2;PTCH1;WNT1;NOTCH1;NOTCH4;DKK1;AXIN2;CTNNB1
prerank,Hypoxia,0.2009701907109008,0.9052124217714589,0.7126600284495022,0.7102521405373486,1.0,70/199,30.12%,HK1;TPST2;ANXA2;PLAC8;PKP1;ERRFI1;NDST2;TES;KDM3A;NOCT;ADORA2B;EGFR;FBP1;PPARGC1A;ISG20;SLC2A3;LOX;TGFB3;CHST3;TGFBI;KDELR3;PDK3;S100A4;F3;ATF3;ETS1;PFKFB3;CHST2;TMEM45A;ATP7A;CCN2;COL5A1;VEGFA;HEXA;RORA;PLIN2;HMOX1;ERO1A;CCN1;TPBG;HK2;GLRX;KLF6;SULT2B1;CXCR4;P4HA1;PDK1;IL6;HDLBP;AK4;RBPJ;TIPARP;SLC2A5;TNFAIP3;WSB1;KLF7;PRKCA;GAA;DUSP1;NDST1;STC1;SDC2;TPD52;MT1E;CAV1;FOS;ALDOB;ZFP36;AMPD3;SRPX
prerank,Apical Surface,0.20689878978337042,0.7265329898465989,0.8899835796387521,0.9680248007085916,1.0,7/44,13.91%,NTNG1;RTN4RL1;ADAM10;GATA3;LYN;CX3CL1;SLC2A4
